price,name,location,zip_code,beds,baths,size,units,phone,image_url,property_url,latitude,longitude,description,amenity,data_source
3765,Park View Apartments,"10 Allegheny Ctr, Pittsburgh, PA 15212",15212,2,,,,(412) 455-3296,https://images1.apartments.com/i2/7m90Gql6Tkl-NsDv8ZQ1aalRoB7BytdD3_RB6K3VCbg/117/park-view-apartments-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/park-view-apartments-pittsburgh-pa/8blhq53/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, Walk-In Closets",Apartments.com
5000,Oakland Apartments,"4629 Bayard St, Pittsburgh, PA 15213",15213,5,,,,(412) 801-7215,https://images1.apartments.com/i2/dEqqZc-0OEKaTNgErcMYK6igWV9e5rZ_Xdno8H9Fs-4/117/oakland-apartments-pittsburgh-pa-adrian.jpg?p=1,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,,,,"Dishwasher, Refrigerator, Kitchen, CableReady, Heat, High-Speed Internet",Apartments.com
1799,900 Penn Ave,"900 Penn Ave, Pittsburgh, PA 15222",15222,1,,,,(412) 688-6750,https://images1.apartments.com/i2/FdgugUKZiX3HFWMfNBexoT6VDXgtfddOZPlDrdeoqTM/117/900-penn-ave-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/900-penn-pittsburgh-pa/xg5c9vp/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer",Apartments.com
4063,Nineteen North Apartments and Townhomes,"1050 Nineteen North Dr, Pittsburgh, PA 15237",15237,3,,,,(724) 623-2648,https://images1.apartments.com/i2/GDis1iC_sd6u0PmlQ1StS3onnVeiVtVTUnApEMnfD70/117/nineteen-north-apartments-and-townhomes-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/nineteen-north-apartments-and-townhomes-pittsburgh-pa/g7clc8y/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
5688,The Yards at 3 Crossings,"2645 Railroad St, Pittsburgh, PA 15222",15222,2,,,,(412) 668-5198,https://images1.apartments.com/i2/cI2hq7_nzpfspvIoIIoF_NoYZV4OSLMWhAgiCUWN1J0/117/the-yards-at-3-crossings-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/the-yards-at-3-crossings-pittsburgh-pa/qeqhmgz/,,,,"Pets Allowed, Fitness Center, Pool, Maintenance on site, Stainless Steel Appliances, Grill, Lounge",Apartments.com
1700,Sk Management,"795-10 Pine Valley Dr, Pittsburgh, PA 15239",15239,3,,,,(724) 578-5258,https://images1.apartments.com/i2/BXzQiZRKbyFZHgyaks_WFnN7VmAWpnrt00cfy1xQsc0/117/sk-management-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/sk-management-pittsburgh-pa/m11s1dl/,,,,"Cats Allowed, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",Apartments.com
2300,SkyVue (PA),"3333 Forbes Ave, Pittsburgh, PA 15213",15213,3,,,,(412) 960-8816,https://images1.apartments.com/i2/cuK-st5mbBolxBUuRoROIdDTFyQMhgHOAGeg1ed61ag/117/skyvue-pa-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/skyvue-pa-pittsburgh-pa/4lw72qk/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Pavillon",Apartments.com
4858,Eastside Bond,"6105 Spirit St, Pittsburgh, PA 15206",15206,2,,,,(412) 816-9302,https://images1.apartments.com/i2/2pkwU2FvaggVFAOIq6ji7MkjAGO58TUe5ZwxjQkEw3c/117/eastside-bond-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/eastside-bond-pittsburgh-pa/cj0pksg/,,,,"Pets Allowed, Fitness Center, Pool, Refrigerator, Kitchen, In Unit Washer & Dryer",Apartments.com
3272,Heinz Lofts,"300 Heinz St, Pittsburgh, PA 15212",15212,3,,,,(412) 744-8053,https://images1.apartments.com/i2/k8LBsU0C2cTal0my1Y6yLi4dN_Y4oNsvVERptzXCdoQ/117/heinz-lofts-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/heinz-lofts-pittsburgh-pa/m0k293k/,,,,"Pets Allowed, Fitness Center, In Unit Washer & Dryer",Apartments.com
2195,Oak Hill Apartments,"22 Strayhorn Way, Pittsburgh, PA 15213",15213,3,,,,(412) 593-5568,https://images1.apartments.com/i2/OQz3bPByeT9259QLnZWq3NjC_oascAa-w_VU_jknyrw/117/oak-hill-apartments-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/oak-hill-apartments-pittsburgh-pa/m4pz40l/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
5370,Encore Apartments,"100 7th St, Pittsburgh, PA 15222",15222,2,,,,(412) 455-3832,https://images1.apartments.com/i2/Ox8eapo3pHCBQus2yzy4RK9ciUqMlUtUYHcOxbQIl-Y/117/encore-apartments-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/encore-apartments-pittsburgh-pa/emw3glm/,,,,"Pets Allowed, Fitness Center, Dishwasher, Kitchen, In Unit Washer & Dryer, Balcony",Apartments.com
3210,The Foundry at 41st,"4107 Willow St, Pittsburgh, PA 15201",15201,2,,,,(844) 572-0310,https://images1.apartments.com/i2/nF5C36a5C4-eVIR8qAmM4EUIFVeA_duxTGcuG6oQIxg/117/the-foundry-at-41st-pittsburgh-pa-building-photo.png?p=1,https://www.apartments.com/the-foundry-at-41st-pittsburgh-pa/3n08zge/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
8677,Arsenal 201,"3922 Foster St, Pittsburgh, PA 15201",15201,3,,,,(412) 960-1694,https://images1.apartments.com/i2/j2YVSzt-X5sqrHOQyHokXGTGwEVD7rxP9FPLKOUhuNQ/117/arsenal-201-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/arsenal-201-pittsburgh-pa/49f41lj/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
3513,Park West 205 Apartment Homes,"1000 Park West Place, Pittsburgh, PA 15205",15205,3,,,,(724) 315-3302,https://images1.apartments.com/i2/KRIds8674Yy9i9PA9JMI7kBjxMeOA2UsRomkvhbD7Pk/117/park-west-205-apartment-homes-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/park-west-205-apartment-homes-pittsburgh-pa/c78f3bf/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Pavillon, Disposal",Apartments.com
5399,Glasshouse Pittsburgh,"160 E Station Square Dr, Pittsburgh, PA 15219",15219,2,,,,(412) 784-6304,https://images1.apartments.com/i2/-jg1WOqA8gZ4W9v_ndpBdgN0R9fr_4OeG4WMSx-5iK0/117/glasshouse-pittsburgh-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/glasshouse-pittsburgh-pittsburgh-pa/mbet9fh/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer",Apartments.com
2235,Terminal 21,"615 First Ave, Pittsburgh, PA 15219",15219,2,,,,(412) 385-6268,https://images1.apartments.com/i2/koweJAsCYviqWVKYf-8t83FS3m5ZDQNADmpZ8UGTcRY/117/terminal-21-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/terminal-21-pittsburgh-pa/eqe2jvp/,,,,"Pets Allowed, Fitness Center, In Unit Washer & Dryer, Microwave, Granite Countertops",Apartments.com
1700,Smallman Flats,"2908 Smallman St, Pittsburgh, PA 15201",15201,1,,,,(412) 278-7793,https://images1.apartments.com/i2/EVok3nTl8LFd0Avo59z8mM8CSk08fR2hogJ0Y28NKE0/117/smallman-flats-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/smallman-flats-pittsburgh-pa/kw5yr38/,,,,"Dishwasher, Refrigerator, Range, Disposal, Microwave, Granite Countertops, Elevator",Apartments.com
5780,The District,"1759 Waterfront Pl, Pittsburgh, PA 15222",15222,3,,,,(412) 455-8838,https://images1.apartments.com/i2/Tx-_RNbz3Msg2eyll84yfgwz82sRQG-W-p4BDmOMmKM/117/the-district-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/the-district-pittsburgh-pa/exkm0fm/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer",Apartments.com
4970,Industry Pittsburgh,"5819 Centre Ave, Pittsburgh, PA 15206",15206,2,,,,(412) 924-5844,https://images1.apartments.com/i2/rtLKz4TLM0_3xyazCnUwu9WSr0FvDIREnhvJY3kO62c/117/industry-pittsburgh-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/industry-pittsburgh-pittsburgh-pa/eec56qm/,,,,"Pets Allowed, Fitness Center, Controlled Access, Elevator",Apartments.com
1874,TRELLIS NORTH FAYETTE Apartments,"1500 Park Ln, Pittsburgh, PA 15275",15275,2,,,,(412) 528-6238,https://images1.apartments.com/i2/mQxYuemnXGMpSQ9c6QQpgeSoJ6bwX0dgNmZDQ25Mym0/117/trellis-north-fayette-apartments-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/trellis-north-fayette-apartments-pittsburgh-pa/88cz940/,,,,"Pets Allowed, In Unit Washer & Dryer, Heat, High-Speed Internet, Stainless Steel Appliances, Controlled Access",Apartments.com
2100,The Franklin on Penn,"2817 Penn Ave, Pittsburgh, PA 15222",15222,,,,,(412) 871-6191,https://images1.apartments.com/i2/WybuJBbQBLKQWNrQxX1xlzS8UNg6gzreIRRThIoOirg/117/the-franklin-on-penn-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/the-franklin-on-penn-pittsburgh-pa/j1w2l26/,,,,"Dishwasher, In Unit Washer & Dryer, Disposal, Stainless Steel Appliances, Controlled Access, Granite Countertops, Elevator",Apartments.com
2625,The Artisan at Robinson,"301 High Tower Blvd, Pittsburgh, PA 15205",15205,3,,,,(724) 717-2324,https://images1.apartments.com/i2/MfZP4Tujxls4lbSZq7ol-QpaIR8oVvmGdA0pYFMLDss/117/the-artisan-at-robinson-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/the-artisan-at-robinson-pittsburgh-pa/7bbn1nx/,,,,"Pets Allowed, Fitness Center, Pool",Apartments.com
4683,LiveWell,"550 Wood St, Pittsburgh, PA 15222",15222,3,,,,(412) 899-2847,https://images1.apartments.com/i2/g9t_UnI8pJuljqY4YlTSmxoB8r8sT1NdvxBmJPJRwt0/117/livewell-pittsburgh-pa-kitchenliving-1br1ba-1d.jpg?p=1,https://www.apartments.com/livewell-pittsburgh-pa/tj69y3b/,,,,"Fitness Center, Package Service, Hardwood Floors, Concierge",Apartments.com
2060,The Preserve at Heinz,"950 Progress St, Pittsburgh, PA 15212",15212,2,,,,(412) 231-9831,https://images1.apartments.com/i2/Nd-hkT-ziexZcdBiABmLzECGPtT38s6y4JcXg9GZ7GQ/117/the-preserve-at-heinz-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/the-preserve-at-heinz-pittsburgh-pa/h7865f1/,,,,"Fitness Center, Maintenance on site, Business Center, Controlled Access, Elevator",Apartments.com
5800,The Cork Factory Lofts,"2349 Railroad St, Pittsburgh, PA 15222",15222,3,,,,(412) 517-7778,https://images1.apartments.com/i2/5UPTRvNe2g4Ybp2V8PBs0GeeWZ4tu5gU6-fJiQoifBo/117/the-cork-factory-lofts-pittsburgh-pa-the-cork-factory-on-railroad-street.jpg?p=1,https://www.apartments.com/the-cork-factory-lofts-pittsburgh-pa/5tcr5qn/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
1530,Emerald Gardens,"2400 Village Rd, Pittsburgh, PA 15205",15205,3,,,,(412) 520-3056,https://images1.apartments.com/i2/LAAB-MnM4nVxk5CnLOz0ycf4HC47w5J8fXYg9wibP1Y/117/emerald-gardens-pittsburgh-pa-clubhouse.jpg?p=1,https://www.apartments.com/emerald-gardens-pittsburgh-pa/2gw33r9/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, Walk-In Closets",Apartments.com
910,NORMANDY,"5530 5th Ave, Pittsburgh, PA 15232",15232,,,,,(412) 754-3699,https://images1.apartments.com/i2/IVHcaAgred85wSZsClWxXBgd_M2oH78XM5e3BZP0-L4/117/normandy-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/normandy-pittsburgh-pa/0wmbfg3/,,,,"Cats Allowed, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Range",Apartments.com
1459,Shadyside Apartments,"5925 5th Ave, Pittsburgh, PA 15232",15232,1,,,,(412) 816-9650,https://images1.apartments.com/i2/tj-QScKvLq9zNu9ChoyUvOWOCethSmHm6Ec5PUEVh18/117/shadyside-apartments-pittsburgh-pa-winston.jpg?p=1,https://www.apartments.com/shadyside-apartments-pittsburgh-pa/pdep2qt/,,,,"Dishwasher, Kitchen, Disposal, Microwave, High-Speed Internet, Stainless Steel Appliances",Apartments.com
1144,The Alden,"5492 Youngridge Dr, Pittsburgh, PA 15236",15236,3,,,,(412) 231-9420,https://images1.apartments.com/i2/rGWoZj7okEYa8USKZzGNwnaNu7T55lIEQzMJi3Hl4ak/117/the-alden-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/the-alden-pittsburgh-pa/9ws6nj7/,,,,"Pets Allowed, Fitness Center, Pool, Kitchen, In Unit Washer & Dryer, Pavillon",Apartments.com
1620,North Pointe Commons,"100 Park Plaza Dr, Pittsburgh, PA 15229",15229,2,,,,(412) 472-7476,https://images1.apartments.com/i2/ZNI8R4XHWtCm8HFa2y5ZhPAwMLZz1DEAQuWLe6IoSrQ/117/north-pointe-commons-pittsburgh-pa-north-point-commons.jpg?p=1,https://www.apartments.com/north-pointe-commons-pittsburgh-pa/elz83gm/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer",Apartments.com
1175,Hillside Meadows-The Perfect Place to Call...,"1553 Parkline Dr, Pittsburgh, PA 15227",15227,3,,,,(412) 838-4781,https://images1.apartments.com/i2/Aszjl-0YAwx8z4e9l_LcHbDYsyt_jnX4PyMbUZe6vus/102/hillside-meadows-the-perfect-place-to-call-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/hillside-meadows-the-perfect-place-to-call-pittsburgh-pa/0tgw3s1/,,,,"Pets Allowed, Refrigerator, Kitchen, Walk-In Closets, Range, Maintenance on site, CableReady",Apartments.com
1650,Lebanon Vue,"400 Cochran Rd, Pittsburgh, PA 15228",15228,3,,,,(412) 960-2390,https://images1.apartments.com/i2/zs7hKGELKm4wfEUeUqhSjbUpWc373FDdGmyft3Pbvvg/102/lebanon-vue-pittsburgh-pa-newly-renovated-modern-kitchen.jpg?p=1,https://www.apartments.com/lebanon-vue-pittsburgh-pa/3cw2ygd/,,,,"Pets Allowed, Refrigerator, Kitchen, Range, Maintenance on site, CableReady, Heat",Apartments.com
1930,Holiday Park Apartments and Townhomes,"80 Sandune Dr, Pittsburgh, PA 15239",15239,3,,,,(412) 744-3359,https://images1.apartments.com/i2/FdT2ahBgTh2hM0ImkboNwnisQs2nnGJzMHB1E_6PhNs/102/holiday-park-apartments-and-townhomes-pittsburgh-pa-luxury-townhomes-3-bd25b.jpg?p=1,https://www.apartments.com/holiday-park-apartments-and-townhomes-pittsburgh-pa/l6dpyve/,,,,"Pets Allowed, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",Apartments.com
4276,The Docks Apartments and Townhomes,"501 Riverfront Dr, Pittsburgh, PA 15238",15238,3,,,,(412) 871-6702,https://images1.apartments.com/i2/okJmTrnIFTvWkr_tivxtWt2Gv0-6yZ1ITACs5h5HfdU/102/the-docks-apartments-and-townhomes-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/the-docks-apartments-and-townhomes-pittsburgh-pa/wjt971j/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer",Apartments.com
3050,930 Penn Ave,"930 Penn Ave, Pittsburgh, PA 15222",15222,2,,,,(412) 960-2759,https://images1.apartments.com/i2/rRZ66ieVwNgSA7eSoq9WKQEF0em3VDTAU4_G4MBubUw/102/930-penn-ave-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/930-penn-ave-pittsburgh-pa/b91lvx8/,,,,"Pets Allowed, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",Apartments.com
3535,The Pennsylvanian,"1100 Liberty Ave, Pittsburgh, PA 15222",15222,2,,,,(412) 455-5813,https://images1.apartments.com/i2/z4OohQh2WYu__gT50f1XgDlWRm-m7G46Ha06zFdUgBA/102/the-pennsylvanian-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/the-pennsylvanian-pittsburgh-pa/xtp479p/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer",Apartments.com
3617,Bryn Mawr,"100 Bryn Mawr Ct, Pittsburgh, PA 15221",15221,2,,,,(724) 558-6837,https://images1.apartments.com/i2/Tweg0v0l0il7y6I7Ni_qzgTXHl1ZHOMN2f20j5i66zc/102/bryn-mawr-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/bryn-mawr-pittsburgh-pa/4zpghnk/,,,,"Cats Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
1440,Crane Village Apartments,"651 Oaklynn Ct, Pittsburgh, PA 15220",15220,3,,,,(412) 838-4789,https://images1.apartments.com/i2/NpzQ8RAq3ptR_HRO6B-Sa7uBs_WIHFwqWOhmEPbVBSM/102/crane-village-apartments-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/crane-village-apartments-pittsburgh-pa/j5zf8h7/,,,,"Pets Allowed, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets",Apartments.com
1720,Chestnut Ridge Apartments,"3200 Chestnut Ridge Dr, Pittsburgh, PA 15205",15205,2,,,,(412) 668-1112,https://images1.apartments.com/i2/VAwaeGAkzwVPqhW79VVOvEa5sjhtwj7kc6HRfLEMtn8/102/chestnut-ridge-apartments-pittsburgh-pa-community.jpg?p=1,https://www.apartments.com/chestnut-ridge-apartments-pittsburgh-pa/thnezhc/,,,,"Pets Allowed, Fitness Center, Pool, In Unit Washer & Dryer, Pavillon, Tennis Court",Apartments.com
3144,City View Apartments,"1420 Centre Ave, Pittsburgh, PA 15219",15219,4,,,,(412) 896-0734,https://images1.apartments.com/i2/HIgykECjYxFb-lcz1TXV6nKR2SBYjsPmY1Lq5W6TYIY/102/city-view-apartments-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/city-view-apartments-pittsburgh-pa/l1d4klg/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
2180,"Franklin West Apartments, Leasing Office","272 Shady Ave, Pittsburgh, PA 15206",15206,2,,,,(412) 318-9429,https://images1.apartments.com/i2/S3XXoJi3b8hYn7PHRyiea6tSSs64uOLnFcxniVntUnQ/102/franklin-west-apartments-leasing-office-pittsburgh-pa-franklin-west----shadyside.jpg?p=1,https://www.apartments.com/franklin-west-apartments-leasing-office-pittsburgh-pa/vs057fe/,,,,"Pets Allowed, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",Apartments.com
1700,The Roosevelt Building,"607-609 Penn Ave, Pittsburgh, PA 15222",15222,1,,,,(412) 231-9408,https://images1.apartments.com/i2/4xy7QZI_LFNC_7qBFMHczjNH2jfIfEyrMox_itQg8ZY/102/the-roosevelt-building-pittsburgh-pa-interior-photo.jpg?p=1,https://www.apartments.com/the-roosevelt-building-pittsburgh-pa/dd0glml/,,,,"Fitness Center, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Pavillon",Apartments.com
4390,Carson Street Commons,"2525-2539 E Carson St, Pittsburgh, PA 15203",15203,2,,,,(412) 547-9869,https://images1.apartments.com/i2/ts8aUsefNOX7owp1xmgQsKLWi9bpV1enBg8wzMmItj8/102/carson-street-commons-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/carson-street-commons-pittsburgh-pa/bypghtc/,,,,"Pets Allowed, Fitness Center, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer",Apartments.com
2270,Kennedy Highlands,"200 Adams Dr, Mckees Rocks, PA 15136",15136,3,,,,(724) 623-2595,https://images1.apartments.com/i2/njyjONoIA2Pw4sYhGR48gZ-RwMIbAFvvzDP7dB2bEO8/102/kennedy-highlands-mckees-rocks-pa-hybrid-apartment-kitchen.jpg?p=1,https://www.apartments.com/kennedy-highlands-mckees-rocks-pa/3r71yrf/,,,,"Pets Allowed, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen",Apartments.com
2600,The Regency,"1785 McKees Rocks Rd, McKees Rocks, PA 15136",15136,3,,,,(724) 623-2930,https://images1.apartments.com/i2/B2DWKeOd8vXEWgK5I8ux2mE56UG3qqeUpoNPbgctL8w/102/the-regency-mckees-rocks-pa-building-photo.jpg?p=1,https://www.apartments.com/the-regency-mckees-rocks-pa/059slt0/,,,,"Pets Allowed, Fitness Center, Pool, In Unit Washer & Dryer, Stainless Steel Appliances, Controlled Access, Elevator",Apartments.com
2534,City Vista,"325 Elizabeth Dr, Pittsburgh, PA 15220",15220,3,,,,(412) 903-3524,https://images1.apartments.com/i2/-jeL9XSEQG4HdHKBJCyYOF0VL-0upEXikc3SkG3dKnM/102/city-vista-pittsburgh-pa-primary-photo.jpg?p=1,https://www.apartments.com/city-vista-pittsburgh-pa/f57j5yv/,,,,,Apartments.com
1870,Castle Ridge Apartments,"850 Baldwin St, Pittsburgh, PA 15234",15234,3,,,,(412) 226-4013,https://images1.apartments.com/i2/3ObgEiIb-d8EPn-VWQTiPelJgNyBi_hQbgSQp_baCKU/102/castle-ridge-apartments-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/castle-ridge-apartments-pittsburgh-pa/rn8xhw1/,,,,,Apartments.com
11000,The Ivy Residences,"705 Smithfield St, Pittsburgh, PA 15222",15222,4,,,,(412) 231-9619,https://images1.apartments.com/i2/sPI-xOByIDHIenwOFfEmiLZKJHtbgkk3v8Q76Zzjyv0/102/the-ivy-residences-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/the-ivy-residences-pittsburgh-pa/zeq32ty/,,,,,Apartments.com
2120,Hudson Oakland (Semple),"515 Semple St, Pittsburgh, PA 15213",15213,2,,,,(412) 231-9064,https://images1.apartments.com/i2/yj4Pua5wLZwbWOUP_SxvcNmGNkMkK-su5zGulaN1vG4/102/hudson-oakland-semple-pittsburgh-pa-building-photo.jpg?p=1,https://www.apartments.com/hudson-oakland-semple-pittsburgh-pa/zy75t0y/,,,,,Apartments.com
