Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Link to Listing
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-you-need-to-be-here/7791593205.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-game-room-lounge-music-room/7791592522.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-jackpot-awesome-bedroom-in/7791591928.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-bed-bath-centrally-located/7788861170.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/bridgeville-1bd-1ba-refrigerator/7791587094.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-dormont-fall-special-close/7785974195.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1b-1b/7791584795.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lease-takeover-1bd-1bath/7791584756.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-beautiful-entry-level/7791563866.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-city-view-1-bedroom/7789822540.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-we-welcome-your-furry-friends/7787263396.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-comfortable-bd-ba-for-rent-in/7791579138.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-internet-access-high-speed/7790426148.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-call-us-today-amazing-deal-on/7791578672.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-shadyside/7788189813.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/charleroi-duplex/7784302222.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed/7789855095.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-pet-friendly-see-it-today/7791566388.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/grapeville-bed-bath-just-renovated/7791572513.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-ready-to-make-move-our-br-580/7791572105.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/new-alexandria-bed-bath-right-off-rt-22/7791571277.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-heights-condominum-for-rent/7783156020.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/youngwood-bedroom-apt-in-youngwood/7783156011.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-see-what-our-residents-are/7791571161.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-perfect-student-living-bed-bath/7791570160.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/greensburg-bed-bath-townhouse-with-full/7791568102.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-unveiling-haven-of-style-your/7791568065.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7783909470.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-ask-about-free-rent/7789928689.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-available-for-immediate-move/7789940302.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-see-it-today-move-in-this/7789939821.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2bd-1ba-pet-friendly-pet/7791008593.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/new-alexandria-bed-bath/7791565697.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-ready-to-move-make-this/7791563570.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-apt-on-atwood/7791536572.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-indiana-gem-bed-bath-in-the/7791563134.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-the-pinnacle-of-comfort/7791563028.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-entrance-bedroom/7791562611.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-the-right-place-for-you/7791561400.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-comfortable-500-sq-ft-bd-ba-for/7791561288.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-close-to-major-transit-and/7790432073.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/hunker-central-c-clubhouse-off-street/7791557899.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lounge-24-concierge-package/7790166706.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-bath-all-utilities/7791557169.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-move-in-special/7783114314.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-newly-renovated-your-own/7789832100.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-all-utilities/7791556553.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7791555823.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-renovated-one/7791550214.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-on-site-maintenance-covered/7791555357.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-three-bedroom-apt-on-mckee/7791538410.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-package-room-podcast-room/7791552859.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/homestead-three-bedroom-section-welcome/7791549508.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-central-air-in-unit-laundry/7788258514.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-apt-on-atwood/7791536615.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bridgeville-area-upper-st/7791550219.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-location-office-space/7791536441.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/carnegie-large-bedroom/7788829499.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-ba-pittsburgh-pa-granite/7790972774.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-ready-to-lease-beautifully/7788453493.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-12-11br-in-sqhill-nr/7785505724.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-lrg-2br-nr-bkry-sq-nr/7783756363.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-br-in-sq-hill-close/7791541877.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-two-bedroom-apt-on-mckee/7791536536.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-24-concierge-dog-wash/7791541559.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed-smoke-free-building-on/7783472344.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bright-shadyside-bedroom/7789269045.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-bedroom-1195/7789268961.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-1br-in-regent-square/7789268855.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-window-coverings-internet/7791538608.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-internet-access-high-speed/7785961856.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/washington-bedroom-apartment-for-rent/7791538174.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-location-studio/7791536493.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-stop-by-today-at-the-bed-bath/7791536730.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-fantastic-neighborhood-great/7791536663.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-the-home-youve-always-wanted/7791536564.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-apt-on-st-james-in/7791534337.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-really-nice-2-duplex/7788753374.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7789551823.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedrooom-dormont/7790978486.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-full-house-with-porch-yard/7787122134.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-little-renovated-efficiency/7789768670.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-luxury-bathrooms-package/7790557718.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/gastonville-freshly-renovated-800/7790452273.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/north-apollo-home-sweet-home/7791524336.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1b-1ba-corner-unit-river-view/7790977070.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/carnegie-pets-welcomed-duplex-with/7791525263.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-this-is-it-the-ideal-bed-bath/7788453823.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7784138301.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7785796352.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-studio-unit-available/7785796594.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-units-are-available/7785585057.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7787839774.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7785796251.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/bedroom-available/7785796275.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-pittsburgh-pa-crown/7791523019.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-in-residence-laundry-dog/7790193726.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-close-to-bus/7790412696.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-spacious-bedroom/7791514705.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-beechview-home-has-2br/7787829413.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-into-your-forever-home/7786800958.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/ambridge-this-townhome-styled-bedroom/7790414691.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-on-site-parking-garage/7788463339.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-dog-park-air/7788725821.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-victorian-apartment/7791506982.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-package-room-recessed/7788499229.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-hardwood-floors/7785513097.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-golf-simulator-rooftop-ice/7786196303.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/bridgeville-elevator-fitness-center-bd/7790431047.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-downtown-month-free/7786404071.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pittsburgh-pa-bd-laundry-on/7783438249.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-3br-2ba-home-with/7791474238.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/turtle-creek-charming-3br-2ba-home-with/7791473975.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-sweeping-city-views-dog-wash/7788010801.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/new-kensington-home-sweet-home/7791469093.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/butler-4b-2bath-house-in-city-of-butler/7791459794.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-we-welcome-your-furry-friends/7788456319.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/butler-bedroom-house/7791445218.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-bedroom-specials/7788721096.html
